teacher_id,timeslot_id,available
T008,TS19,1
T008,TS20,1
T008,TS21,1
T008,TS22,1
T008,TS23,1
T008,TS24,0
T008,TS25,1
T008,TS26,1
T008,TS27,0
T008,TS28,0
T008,TS29,1
T008,TS30,1
T008,TS31,1
T008,TS32,1
T008,TS33,1
T008,TS34,1
T008,TS35,1
T008,TS36,1
T008,TS37,0
T008,TS38,1
T008,TS39,1
T008,TS40,1
T009,TS01,1
T009,TS02,0
T009,TS03,0
T009,TS04,1
T009,TS05,1
T009,TS06,1
T009,TS07,1
T009,TS08,1
T009,TS09,1
T009,TS10,1
T009,TS11,1
T009,TS12,1
T009,TS13,1
T009,TS14,1
T009,TS15,1
T009,TS16,1
T009,TS17,1
T009,TS18,0
T009,TS19,0
T009,TS20,1
T009,TS21,1
T009,TS22,0
T009,TS23,1
T009,TS24,1
T009,TS25,1
T009,TS26,1
T009,TS27,1
T009,TS28,1
T009,TS29,1
T009,TS30,0
T009,TS31,1
T009,TS32,1
T009,TS33,1
T009,TS34,0
T009,TS35,1
T009,TS36,1
T009,TS37,1
T009,TS38,1
T009,TS39,1
T009,TS40,1
T010,TS01,0
T010,TS02,1
T010,TS03,1
T010,TS04,1
T010,TS05,1
T010,TS06,1
T010,TS07,1
T010,TS08,0
T010,TS09,1
T010,TS10,1
T010,TS11,1
T010,TS12,1
T010,TS13,1
T010,TS14,0
T010,TS15,1
T010,TS16,1
T010,TS17,1
T010,TS18,1
T010,TS19,0
T010,TS20,1
T010,TS21,1
T010,TS22,1
T010,TS23,1
T010,TS24,1
T010,TS25,1
T010,TS26,1
T010,TS27,1
T010,TS28,1
T010,TS29,1
T010,TS30,1
T010,TS31,1
T010,TS32,1
T010,TS33,1
T010,TS34,1
T010,TS35,0
T010,TS36,1
T010,TS37,1
T010,TS38,1
T010,TS39,1
T010,TS40,1
T011,TS01,1
T011,TS02,1
T011,TS03,0
T011,TS04,1
T011,TS05,0
T011,TS06,1
T011,TS07,1
T011,TS08,1
T011,TS09,1
T011,TS10,1
T011,TS11,1
T011,TS12,1
T011,TS13,1
T011,TS14,1
T011,TS15,1
T011,TS16,1
T011,TS17,1
T011,TS18,1
T011,TS19,1
T011,TS20,1
T011,TS21,1
T011,TS22,1
T011,TS23,1
T011,TS24,0
T011,TS25,1
T011,TS26,1
T011,TS27,1
T011,TS28,0
T011,TS29,1
T011,TS30,1
T011,TS31,1
T011,TS32,1
T011,TS33,1
T011,TS34,1
T011,TS35,1
T011,TS36,1
T011,TS37,1
T011,TS38,1
T011,TS39,1
T011,TS40,1
T012,TS01,1
T012,TS02,0
T012,TS03,1
T012,TS04,1
T012,TS05,1
T012,TS06,1
T012,TS07,1
T012,TS08,1
T012,TS09,1
T012,TS10,1
T012,TS11,1
T012,TS12,1
T012,TS13,0
T012,TS14,1
T012,TS15,1
T012,TS16,1
T012,TS17,1
T012,TS18,1
T012,TS19,1
T012,TS20,1
T012,TS21,1
T012,TS22,1
T012,TS23,1
T012,TS24,1
T012,TS25,1
T012,TS26,1
T012,TS27,1
T012,TS28,1
T012,TS29,1
T012,TS30,0
T012,TS31,1
T012,TS32,1
T012,TS33,0
T012,TS34,1
T012,TS35,1
T012,TS36,0
T012,TS37,1
T012,TS38,1
T012,TS39,1
T012,TS40,1
T013,TS01,1
T013,TS02,1
T013,TS03,1
T013,TS04,1
T013,TS05,1
T013,TS06,1
T013,TS07,1
T013,TS08,1
T013,TS09,1
T013,TS10,1
T013,TS11,1
T013,TS12,1
T013,TS13,1
T013,TS14,1
T013,TS15,1
T013,TS16,1
T013,TS17,1
T013,TS18,1
T013,TS19,1
T013,TS20,1
T013,TS21,1
T013,TS22,0
T013,TS23,1
T013,TS24,1
T013,TS25,1
T013,TS26,1
T013,TS27,1
T013,TS28,1
T013,TS29,1
T013,TS30,1
T013,TS31,1
T013,TS32,1
T013,TS33,1
T013,TS34,1
T013,TS35,1
T013,TS36,1
T013,TS37,1
T013,TS38,1
T013,TS39,0
T013,TS40,0
T014,TS01,0
T014,TS02,1
T014,TS03,1
T014,TS04,0
T014,TS05,0
T014,TS06,1
T014,TS07,1
T014,TS08,0
T014,TS09,1
T014,TS10,1
T014,TS11,1
T014,TS12,1
T014,TS13,1
T014,TS14,1
T014,TS15,1
T014,TS16,1
T014,TS17,1
T014,TS18,1
T014,TS19,1
T014,TS20,1
T014,TS21,1
T014,TS22,0
T014,TS23,1
T014,TS24,1
T014,TS25,1
T014,TS26,1
T014,TS27,1
T014,TS28,1
T014,TS29,1
T014,TS30,1
T014,TS31,1
T014,TS32,1
T014,TS33,1
T014,TS34,1
T014,TS35,1
T014,TS36,1
T014,TS37,1
T014,TS38,1
T014,TS39,1
T014,TS40,0
T015,TS01,1
T015,TS02,1
T015,TS03,1
T015,TS04,1
T015,TS05,0
T015,TS06,1
T015,TS07,1
T015,TS08,1
T015,TS09,1
T015,TS10,1
T015,TS11,1
T015,TS12,1
T015,TS13,1
T015,TS14,1
T015,TS15,1
T015,TS16,1
T015,TS17,0
T015,TS18,1
T015,TS19,1
T015,TS20,0
T015,TS21,1
T015,TS22,1
T015,TS23,1
T015,TS24,0
T015,TS25,0
T015,TS26,1
T015,TS27,1
T015,TS28,1
T015,TS29,1
T015,TS30,1
T015,TS31,1
T015,TS32,1
T015,TS33,1
T015,TS34,1
T015,TS35,1
T015,TS36,1
T015,TS37,1
T015,TS38,1
T015,TS39,1
T015,TS40,1
T016,TS01,1
T016,TS02,1
T016,TS03,1
T016,TS04,1
T016,TS05,1
T016,TS06,1
T016,TS07,1
T016,TS08,1
T016,TS09,1
T016,TS10,1
T016,TS11,1
T016,TS12,1
T016,TS13,1
T016,TS14,1
T016,TS15,1
T016,TS16,0
T016,TS17,1
T016,TS18,1
T016,TS19,1
T016,TS20,1
T016,TS21,1
T016,TS22,1
T016,TS23,0
T016,TS24,1
T016,TS25,1
T016,TS26,1
T016,TS27,1
T016,TS28,1
T016,TS29,1
T016,TS30,1
T016,TS31,1
T016,TS32,0
T016,TS33,1
T016,TS34,1
T016,TS35,1
T016,TS36,1
T016,TS37,1
T016,TS38,1
T016,TS39,1
T016,TS40,1
T017,TS01,1
T017,TS02,1
T017,TS03,0
T017,TS04,0
T017,TS05,0
T017,TS06,1
T017,TS07,1
T017,TS08,1
T017,TS09,0
T017,TS10,1
T017,TS11,0
T017,TS12,1
T017,TS13,1
T017,TS14,1
T017,TS15,1
T017,TS16,1
T017,TS17,1
T017,TS18,1
T017,TS19,0
T017,TS20,1
T017,TS21,1
T017,TS22,1
T017,TS23,0
T017,TS24,1
T017,TS25,1
T017,TS26,1
T017,TS27,1
T017,TS28,1
T017,TS29,1
T017,TS30,1
T017,TS31,1
T017,TS32,1
T017,TS33,1
T017,TS34,1
T017,TS35,1
T017,TS36,1
T017,TS37,1
T017,TS38,1
T017,TS39,1
T017,TS40,1
T018,TS01,1
T018,TS02,1
T018,TS03,1
T018,TS04,0
T018,TS05,0
T018,TS06,1
T018,TS07,1
T018,TS08,1
T018,TS09,1
T018,TS10,1
T018,TS11,0
T018,TS12,1
T018,TS13,1
T018,TS14,1
T018,TS15,1
T018,TS16,1
T018,TS17,1
T018,TS18,1
T018,TS19,0
T018,TS20,1
T018,TS21,1
T018,TS22,0
T018,TS23,1
T018,TS24,1
T018,TS25,1
T018,TS26,1
T018,TS27,1
T018,TS28,1
T018,TS29,1
T018,TS30,1
T018,TS31,1
T018,TS32,1
T018,TS33,0
T018,TS34,1
T018,TS35,1
T018,TS36,0
T018,TS37,1
T018,TS38,1
T018,TS39,1
T018,TS40,1
T019,TS01,1
T019,TS02,1
T019,TS03,1
T019,TS04,1
T019,TS05,0
T019,TS06,1
T019,TS07,1
T019,TS08,1
T019,TS09,1
T019,TS10,1
T019,TS11,1
T019,TS12,0
T019,TS13,1
T019,TS14,1
T019,TS15,0
T019,TS16,1
T019,TS17,1
T019,TS18,1
T019,TS19,1
T019,TS20,0
T019,TS21,1
T019,TS22,1
T019,TS23,1
T019,TS24,1
T019,TS25,1
T019,TS26,1
T019,TS27,1
T019,TS28,1
T019,TS29,1
T019,TS30,1
T019,TS31,1
T019,TS32,1
T019,TS33,1
T019,TS34,1
T019,TS35,1
T019,TS36,1
T019,TS37,1
T019,TS38,1
T019,TS39,1
T019,TS40,1
T020,TS01,1
T020,TS02,1
T020,TS03,1
T020,TS04,1
T020,TS05,1
T020,TS06,1
T020,TS07,1
T020,TS08,1
T020,TS09,1
T020,TS10,1
T020,TS11,1
T020,TS12,1
T020,TS13,1
T020,TS14,0
T020,TS15,0
T020,TS16,1
T020,TS17,1
T020,TS18,1
T020,TS19,1
T020,TS20,1
T020,TS21,0
T020,TS22,1
T020,TS23,1
T020,TS24,1
T020,TS25,0
T020,TS26,1
T020,TS27,1
T020,TS28,1
T020,TS29,0
T020,TS30,1
T020,TS31,1
T020,TS32,1
T020,TS33,1
T020,TS34,1
T020,TS35,1
T020,TS36,1
T020,TS37,0
T020,TS38,1
T020,TS39,1
T020,TS40,1
T021,TS01,1
T021,TS02,1
T021,TS03,1
T021,TS04,1
T021,TS05,1
T021,TS06,1
T021,TS07,1
T021,TS08,1
T021,TS09,1
T021,TS10,1
T021,TS11,1
T021,TS12,1
T021,TS13,1
T021,TS14,1
T021,TS15,1
T021,TS16,1
T021,TS17,1
T021,TS18,1
T021,TS19,1
T021,TS20,1
T021,TS21,0
T021,TS22,1
T021,TS23,1
T021,TS24,1
T021,TS25,1
T021,TS26,1
T021,TS27,0
T021,TS28,1
T021,TS29,1
T021,TS30,1
T021,TS31,1
T021,TS32,1
T021,TS33,1
T021,TS34,0
T021,TS35,1
T021,TS36,1
T021,TS37,1
T021,TS38,1
T021,TS39,1
T021,TS40,1
T022,TS01,1
T022,TS02,1
T022,TS03,1
T022,TS04,1
T022,TS05,1
T022,TS06,1
T022,TS07,1
T022,TS08,1
T022,TS09,1
T022,TS10,0
T022,TS11,1
T022,TS12,1
T022,TS13,1
T022,TS14,1
T022,TS15,1
T022,TS16,1
T022,TS17,0
T022,TS18,0
T022,TS19,1
T022,TS20,0
T022,TS21,1
T022,TS22,1
T022,TS23,1
T022,TS24,1
T022,TS25,1
T022,TS26,1
T022,TS27,1
T022,TS28,1
T022,TS29,1
T022,TS30,0
T022,TS31,1
T022,TS32,1
T022,TS33,1
T022,TS34,1
T022,TS35,1
T022,TS36,1
T022,TS37,1
T022,TS38,1
T022,TS39,1
T022,TS40,1
T023,TS01,0
T023,TS02,1
T023,TS03,0
T023,TS04,1
T023,TS05,1
T023,TS06,1
T023,TS07,1
T023,TS08,1
T023,TS09,1
T023,TS10,1
T023,TS11,1
T023,TS12,1
T023,TS13,1
T023,TS14,1
T023,TS15,1
T023,TS16,1
T023,TS17,1
T023,TS18,0
T023,TS19,1
T023,TS20,1
T023,TS21,1
T023,TS22,0
T023,TS23,1
T023,TS24,1
T023,TS25,0
T023,TS26,1
T023,TS27,1
T023,TS28,1
T023,TS29,1
T023,TS30,1
T023,TS31,1
T023,TS32,1
T023,TS33,0
T023,TS34,1
T023,TS35,1
T023,TS36,1
T023,TS37,1
T023,TS38,0
T023,TS39,1
T023,TS40,1
T024,TS01,1
T024,TS02,1
T024,TS03,1
T024,TS04,1
T024,TS05,1
T024,TS06,1
T024,TS07,1
T024,TS08,1
T024,TS09,0
T024,TS10,1
T024,TS11,1
T024,TS12,1
T024,TS13,1
T024,TS14,1
T024,TS15,1
T024,TS16,1
T024,TS17,1
T024,TS18,1
T024,TS19,1
T024,TS20,1
T024,TS21,1
T024,TS22,1
T024,TS23,0
T024,TS24,0
T024,TS25,1
T024,TS26,1
T024,TS27,1
T024,TS28,0
T024,TS29,1
T024,TS30,1
T024,TS31,1
T024,TS32,1
T024,TS33,1
T024,TS34,0
T024,TS35,1
T024,TS36,1
T024,TS37,1
T024,TS38,1
T024,TS39,1
T024,TS40,1
T025,TS01,1
T025,TS02,1
T025,TS03,1
T025,TS04,1
T025,TS05,1
T025,TS06,1
T025,TS07,1
T025,TS08,1
T025,TS09,1
T025,TS10,1
T025,TS11,1
T025,TS12,0
T025,TS13,1
T025,TS14,1
T025,TS15,1
T025,TS16,1
T025,TS17,1
T025,TS18,0
T025,TS19,1
T025,TS20,1
T025,TS21,0
T025,TS22,1
T025,TS23,1
T025,TS24,1
T025,TS25,1
T025,TS26,1
T025,TS27,1
T025,TS28,0
T025,TS29,1
T025,TS30,1
T025,TS31,1
T025,TS32,1
T025,TS33,1
T025,TS34,1
T025,TS35,0
T025,TS36,1
T025,TS37,1
T025,TS38,1
T025,TS39,1
T025,TS40,1
T026,TS01,1
T026,TS02,1
T026,TS03,1
T026,TS04,1
T026,TS05,1
T026,TS06,1
T026,TS07,1
T026,TS08,1
T026,TS09,1
T026,TS10,1
T026,TS11,1
T026,TS12,1
T026,TS13,1
T026,TS14,0
T026,TS15,1
T026,TS16,1
T026,TS17,1
T026,TS18,1
T026,TS19,1
T026,TS20,1
T026,TS21,1
T026,TS22,1
T026,TS23,1
T026,TS24,1
T026,TS25,1
T026,TS26,1
T026,TS27,0
T026,TS28,1
T026,TS29,1
T026,TS30,1
T026,TS31,1
T026,TS32,1
T026,TS33,1
T026,TS34,0
T026,TS35,1
T026,TS36,1
T026,TS37,1
T026,TS38,1
T026,TS39,1
T026,TS40,1
T027,TS01,1
T027,TS02,0
T027,TS03,1
T027,TS04,1
T027,TS05,1
T027,TS06,0
T027,TS07,1
T027,TS08,1
T027,TS09,1
T027,TS10,1
T027,TS11,1
T027,TS12,1
T027,TS13,1
T027,TS14,0
T027,TS15,1
T027,TS16,1
T027,TS17,1
T027,TS18,1
T027,TS19,1
T027,TS20,1
T027,TS21,1
T027,TS22,1
T027,TS23,0
T027,TS24,1
T027,TS25,1
T027,TS26,0
T027,TS27,1
T027,TS28,1
T027,TS29,1
T027,TS30,1
T027,TS31,1
T027,TS32,1
T027,TS33,1
T027,TS34,1
T027,TS35,1
T027,TS36,1
T027,TS37,1
T027,TS38,1
T027,TS39,1
T027,TS40,1
T028,TS01,1
T028,TS02,0
T028,TS03,1
T028,TS04,1
T028,TS05,1
T028,TS06,1
T028,TS07,1
T028,TS08,1
T028,TS09,1
T028,TS10,1
T028,TS11,1
T028,TS12,1
T028,TS13,1
T028,TS14,1
T028,TS15,1
T028,TS16,1
T028,TS17,1
T028,TS18,1
T028,TS19,1
T028,TS20,1
T028,TS21,1
T028,TS22,1
T028,TS23,1
T028,TS24,0
T028,TS25,1
T028,TS26,1
T028,TS27,0
T028,TS28,1
T028,TS29,1
T028,TS30,1
T028,TS31,1
T028,TS32,0
T028,TS33,1
T028,TS34,1
T028,TS35,1
T028,TS36,1
T028,TS37,1
T028,TS38,0
T028,TS39,1
T028,TS40,1
T029,TS01,1
T029,TS02,1
T029,TS03,1
T029,TS04,1
T029,TS05,1
T029,TS06,1
T029,TS07,1
T029,TS08,1
T029,TS09,1
T029,TS10,1
T029,TS11,0
T029,TS12,1
T029,TS13,1
T029,TS14,1
T029,TS15,1
T029,TS16,1
T029,TS17,1
T029,TS18,1
T029,TS19,1
T029,TS20,1
T029,TS21,1
T029,TS22,1
T029,TS23,1
T029,TS24,1
T029,TS25,0
T029,TS26,1
T029,TS27,0
T029,TS28,1
T029,TS29,1
T029,TS30,1
T029,TS31,1
T029,TS32,1
T029,TS33,1
T029,TS34,1
T029,TS35,0
T029,TS36,1
T029,TS37,1
T029,TS38,1
T029,TS39,1
T029,TS40,0
T030,TS01,1
T030,TS02,1
T030,TS03,1
T030,TS04,1
T030,TS05,1
T030,TS06,1
T030,TS07,1
T030,TS08,1
T030,TS09,1
T030,TS10,1
T030,TS11,1
T030,TS12,1
T030,TS13,1
T030,TS14,0
T030,TS15,1
T030,TS16,0
T030,TS17,1
T030,TS18,1
T030,TS19,1
T030,TS20,0
T030,TS21,1
T030,TS22,1
T030,TS23,1
T030,TS24,1
T030,TS25,1
T030,TS26,1
T030,TS27,1
T030,TS28,1
T030,TS29,1
T030,TS30,1
T030,TS31,1
T030,TS32,1
T030,TS33,1
T030,TS34,1
T030,TS35,1
T030,TS36,1
T030,TS37,1
T030,TS38,1
T030,TS39,1
T030,TS40,1
T031,TS01,1
T031,TS02,1
T031,TS03,1
T031,TS04,1
T031,TS05,1
T031,TS06,0
T031,TS07,1
T031,TS08,1
T031,TS09,1
T031,TS10,1
T031,TS11,1
T031,TS12,1
T031,TS13,1
T031,TS14,1
T031,TS15,1
T031,TS16,1
T031,TS17,1
T031,TS18,1
T031,TS19,1
T031,TS20,1
T031,TS21,1
T031,TS22,1
T031,TS23,1
T031,TS24,1
T031,TS25,1
T031,TS26,1
T031,TS27,1
T031,TS28,1
T031,TS29,1
T031,TS30,0
T031,TS31,1
T031,TS32,1
T031,TS33,1
T031,TS34,1
T031,TS35,1
T031,TS36,1
T031,TS37,1
T031,TS38,1
T031,TS39,1
T031,TS40,0
T032,TS01,1
T032,TS02,0
T032,TS03,1
T032,TS04,1
T032,TS05,1
T032,TS06,1
T032,TS07,1
T032,TS08,1
T032,TS09,1
T032,TS10,1
T032,TS11,1
T032,TS12,1
T032,TS13,1
T032,TS14,1
T032,TS15,0
T032,TS16,1
T032,TS17,1
T032,TS18,0
T032,TS19,1
T032,TS20,1
T032,TS21,1
T032,TS22,1
T032,TS23,1
T032,TS24,1
T032,TS25,1
T032,TS26,1
T032,TS27,1
T032,TS28,1
T032,TS29,1
T032,TS30,0
T032,TS31,1
T032,TS32,0
T032,TS33,1
T032,TS34,1
T032,TS35,1
T032,TS36,1
T032,TS37,1
T032,TS38,1
T032,TS39,1
T032,TS40,1
T033,TS01,1
T033,TS02,1
T033,TS03,1
T033,TS04,1
T033,TS05,1
T033,TS06,1
T033,TS07,1
T033,TS08,1
T033,TS09,1
T033,TS10,1
T033,TS11,1
T033,TS12,1
T033,TS13,0
T033,TS14,1
T033,TS15,1
T033,TS16,1
T033,TS17,1
T033,TS18,1
T033,TS19,1
T033,TS20,1
T033,TS21,1
T033,TS22,1
T033,TS23,1
T033,TS24,1
T033,TS25,0
T033,TS26,0
T033,TS27,1
T033,TS28,1
T033,TS29,0
T033,TS30,1
T033,TS31,1
T033,TS32,1
T033,TS33,1
T033,TS34,0
T033,TS35,1
T033,TS36,0
T033,TS37,1
T033,TS38,1
T033,TS39,1
T033,TS40,1
T034,TS01,0
T034,TS02,1
T034,TS03,1
T034,TS04,1
T034,TS05,0
T034,TS06,1
T034,TS07,1
T034,TS08,1
T034,TS09,1
T034,TS10,1
T034,TS11,1
T034,TS12,1
T034,TS13,1
T034,TS14,1
T034,TS15,1
T034,TS16,1
T034,TS17,1
T034,TS18,0
T034,TS19,1
T034,TS20,0
T034,TS21,1
T034,TS22,1
T034,TS23,1
T034,TS24,1
T034,TS25,1
T034,TS26,1
T034,TS27,1
T034,TS28,1
T034,TS29,1
T034,TS30,1
T034,TS31,1
T034,TS32,1
T034,TS33,1
T034,TS34,0
T034,TS35,0
T034,TS36,1
T034,TS37,1
T034,TS38,1
T034,TS39,1
T034,TS40,0
T035,TS01,1
T035,TS02,1
T035,TS03,0
T035,TS04,1
T035,TS05,0
T035,TS06,1
T035,TS07,1
T035,TS08,1
T035,TS09,1
T035,TS10,1
T035,TS11,1
T035,TS12,1
T035,TS13,1
T035,TS14,1
T035,TS15,0
T035,TS16,1
T035,TS17,0
T035,TS18,1
T035,TS19,1
T035,TS20,1
T035,TS21,0
T035,TS22,1
T035,TS23,1
T035,TS24,1
T035,TS25,1
T035,TS26,1
T035,TS27,1
T035,TS28,0
T035,TS29,1
T035,TS30,1
T035,TS31,1
T035,TS32,1
T035,TS33,1
T035,TS34,1
T035,TS35,1
T035,TS36,1
T035,TS37,1
T035,TS38,1
T035,TS39,1
T035,TS40,1
T036,TS01,1
T036,TS02,1
T036,TS03,1
T036,TS04,1
T036,TS05,1
T036,TS06,1
T036,TS07,0
T036,TS08,1
T036,TS09,1
T036,TS10,1
T036,TS11,1
T036,TS12,1
T036,TS13,0
T036,TS14,1
T036,TS15,0
T036,TS16,1
T036,TS17,1
T036,TS18,0
T036,TS19,1
T036,TS20,1
T036,TS21,1
T036,TS22,1
T036,TS23,1
T036,TS24,0
T036,TS25,1
T036,TS26,1
T036,TS27,1
T036,TS28,1
T036,TS29,1
T036,TS30,1
T036,TS31,1
T036,TS32,1
T036,TS33,1
T036,TS34,1
T036,TS35,1
T036,TS36,1
T036,TS37,1
T036,TS38,0
T036,TS39,1
T036,TS40,1
