student_id,course_id,enrollment_type
EEE-202122-005,EEE504,Regular
EEE-202122-005,PHY503,Elective
EEE-202122-006,EEE501,Regular
EEE-202122-006,EEE502,Regular
EEE-202122-006,EEE503,Regular
EEE-202122-006,EEE504,Regular
EEE-202122-007,EEE501,Regular
EEE-202122-007,EEE502,Regular
EEE-202122-007,EEE503,Regular
EEE-202122-007,EEE504,Regular
EEE-202122-008,EEE501,Regular
EEE-202122-008,EEE502,Regular
EEE-202122-008,EEE503,Regular
EEE-202122-008,EEE504,Regular
EEE-202122-009,EEE501,Regular
EEE-202122-009,EEE502,Regular
EEE-202122-009,EEE503,Regular
EEE-202122-009,EEE504,Regular
EEE-202122-010,EEE501,Regular
EEE-202122-010,EEE502,Regular
EEE-202122-010,EEE503,Regular
EEE-202122-010,EEE504,Regular
EEE-202122-011,EEE501,Regular
EEE-202122-011,EEE502,Regular
EEE-202122-011,EEE503,Regular
EEE-202122-011,EEE504,Regular
EEE-202122-012,EEE501,Regular
EEE-202122-012,EEE502,Regular
EEE-202122-012,EEE503,Regular
EEE-202122-012,EEE504,Regular
EEE-202122-012,ENG501,Elective
EEE-202122-013,EEE501,Regular
EEE-202122-013,EEE502,Regular
EEE-202122-013,EEE503,Regular
EEE-202122-013,EEE504,Regular
EEE-202122-014,EEE501,Regular
EEE-202122-014,EEE502,Regular
EEE-202122-014,EEE503,Regular
EEE-202122-014,EEE504,Regular
EEE-202122-015,EEE501,Regular
EEE-202122-015,EEE502,Regular
EEE-202122-015,EEE503,Regular
EEE-202122-015,EEE504,Regular
EEE-202223-001,EEE401,Regular
EEE-202223-001,EEE402,Regular
EEE-202223-001,EEE403,Regular
EEE-202223-001,EEE404,Regular
EEE-202223-002,EEE401,Regular
EEE-202223-002,EEE402,Regular
EEE-202223-002,EEE403,Regular
EEE-202223-002,EEE404,Regular
EEE-202223-003,EEE401,Regular
EEE-202223-003,EEE402,Regular
EEE-202223-003,EEE403,Regular
EEE-202223-003,EEE404,Regular
EEE-202223-003,MAT404,Elective
EEE-202223-004,EEE401,Regular
EEE-202223-004,EEE402,Regular
EEE-202223-004,EEE403,Regular
EEE-202223-004,EEE404,Regular
EEE-202223-005,EEE401,Regular
EEE-202223-005,EEE402,Regular
EEE-202223-005,EEE403,Regular
EEE-202223-005,EEE404,Regular
EEE-202223-006,EEE401,Regular
EEE-202223-006,EEE402,Regular
EEE-202223-006,EEE403,Regular
EEE-202223-006,EEE404,Regular
EEE-202223-007,EEE401,Regular
EEE-202223-007,EEE402,Regular
EEE-202223-007,EEE403,Regular
EEE-202223-007,EEE404,Regular
EEE-202223-008,EEE401,Regular
EEE-202223-008,EEE402,Regular
EEE-202223-008,EEE403,Regular
EEE-202223-008,EEE404,Regular
EEE-202223-009,EEE401,Regular
EEE-202223-009,EEE402,Regular
EEE-202223-009,EEE403,Regular
EEE-202223-009,EEE404,Regular
EEE-202223-010,EEE401,Regular
EEE-202223-010,EEE402,Regular
EEE-202223-010,EEE403,Regular
EEE-202223-010,EEE404,Regular
EEE-202223-011,EEE401,Regular
EEE-202223-011,EEE402,Regular
EEE-202223-011,EEE403,Regular
EEE-202223-011,EEE404,Regular
EEE-202223-012,EEE401,Regular
EEE-202223-012,EEE402,Regular
EEE-202223-012,EEE403,Regular
EEE-202223-012,EEE404,Regular
EEE-202223-013,EEE401,Regular
EEE-202223-013,EEE402,Regular
EEE-202223-013,EEE403,Regular
EEE-202223-013,EEE404,Regular
EEE-202223-014,EEE401,Regular
EEE-202223-014,EEE402,Regular
EEE-202223-014,EEE403,Regular
EEE-202223-014,EEE404,Regular
EEE-202223-015,EEE401,Regular
EEE-202223-015,EEE402,Regular
EEE-202223-015,EEE403,Regular
EEE-202223-015,EEE404,Regular
EEE-202324-001,EEE301,Regular
EEE-202324-001,EEE302,Regular
EEE-202324-001,EEE303,Regular
EEE-202324-001,EEE304,Regular
EEE-202324-002,EEE301,Regular
EEE-202324-002,EEE302,Regular
EEE-202324-002,EEE303,Regular
EEE-202324-002,EEE304,Regular
EEE-202324-003,EEE301,Regular
EEE-202324-003,EEE302,Regular
EEE-202324-003,EEE303,Regular
EEE-202324-003,EEE304,Regular
EEE-202324-004,EEE301,Regular
EEE-202324-004,EEE302,Regular
EEE-202324-004,EEE303,Regular
EEE-202324-004,EEE304,Regular
EEE-202324-005,EEE301,Regular
EEE-202324-005,EEE302,Regular
EEE-202324-005,EEE303,Regular
EEE-202324-005,EEE304,Regular
EEE-202324-006,EEE301,Regular
EEE-202324-006,EEE302,Regular
EEE-202324-006,EEE303,Regular
EEE-202324-006,EEE304,Regular
EEE-202324-007,EEE301,Regular
EEE-202324-007,EEE302,Regular
EEE-202324-007,EEE303,Regular
EEE-202324-007,EEE304,Regular
EEE-202324-008,EEE301,Regular
EEE-202324-008,EEE302,Regular
EEE-202324-008,EEE303,Regular
EEE-202324-008,EEE304,Regular
EEE-202324-009,EEE301,Regular
EEE-202324-009,EEE302,Regular
EEE-202324-009,EEE303,Regular
EEE-202324-009,EEE304,Regular
EEE-202324-009,PHY304,Elective
EEE-202324-010,EEE301,Regular
EEE-202324-010,EEE302,Regular
EEE-202324-010,EEE303,Regular
EEE-202324-010,EEE304,Regular
EEE-202324-011,EEE301,Regular
EEE-202324-011,EEE302,Regular
EEE-202324-011,EEE303,Regular
EEE-202324-011,EEE304,Regular
EEE-202324-012,EEE301,Regular
EEE-202324-012,EEE302,Regular
EEE-202324-012,EEE303,Regular
EEE-202324-012,EEE304,Regular
EEE-202324-013,EEE301,Regular
EEE-202324-013,EEE302,Regular
EEE-202324-013,EEE303,Regular
EEE-202324-013,EEE304,Regular
EEE-202324-014,EEE301,Regular
EEE-202324-014,EEE302,Regular
EEE-202324-014,EEE303,Regular
EEE-202324-014,EEE304,Regular
EEE-202324-015,EEE301,Regular
EEE-202324-015,EEE302,Regular
EEE-202324-015,EEE303,Regular
EEE-202324-015,EEE304,Regular
EEE-202425-001,EEE201,Regular
EEE-202425-001,EEE202,Regular
EEE-202425-001,EEE203,Regular
EEE-202425-001,EEE204,Regular
EEE-202425-002,EEE201,Regular
EEE-202425-002,EEE202,Regular
EEE-202425-002,EEE203,Regular
EEE-202425-002,EEE204,Regular
EEE-202425-003,EEE201,Regular
EEE-202425-003,EEE202,Regular
EEE-202425-003,EEE203,Regular
EEE-202425-003,EEE204,Regular
EEE-202425-004,EEE201,Regular
EEE-202425-004,EEE202,Regular
EEE-202425-004,EEE203,Regular
EEE-202425-004,EEE204,Regular
EEE-202425-004,BBA202,Elective
EEE-202425-005,EEE201,Regular
EEE-202425-005,EEE202,Regular
EEE-202425-005,EEE203,Regular
EEE-202425-005,EEE204,Regular
EEE-202425-006,EEE201,Regular
EEE-202425-006,EEE202,Regular
EEE-202425-006,EEE203,Regular
EEE-202425-006,EEE204,Regular
EEE-202425-007,EEE201,Regular
EEE-202425-007,EEE202,Regular
EEE-202425-007,EEE203,Regular
EEE-202425-007,EEE204,Regular
EEE-202425-008,EEE201,Regular
EEE-202425-008,EEE202,Regular
EEE-202425-008,EEE203,Regular
EEE-202425-008,EEE204,Regular
EEE-202425-008,PHY202,Elective
EEE-202425-009,EEE201,Regular
EEE-202425-009,EEE202,Regular
EEE-202425-009,EEE203,Regular
EEE-202425-009,EEE204,Regular
EEE-202425-010,EEE201,Regular
EEE-202425-010,EEE202,Regular
EEE-202425-010,EEE203,Regular
EEE-202425-010,EEE204,Regular
EEE-202425-011,EEE201,Regular
EEE-202425-011,EEE202,Regular
EEE-202425-011,EEE203,Regular
EEE-202425-011,EEE204,Regular
EEE-202425-012,EEE201,Regular
EEE-202425-012,EEE202,Regular
EEE-202425-012,EEE203,Regular
EEE-202425-012,EEE204,Regular
EEE-202425-012,MAT201,Elective
EEE-202425-013,EEE201,Regular
EEE-202425-013,EEE202,Regular
EEE-202425-013,EEE203,Regular
EEE-202425-013,EEE204,Regular
EEE-202425-014,EEE201,Regular
EEE-202425-014,EEE202,Regular
EEE-202425-014,EEE203,Regular
EEE-202425-014,EEE204,Regular
EEE-202425-015,EEE201,Regular
EEE-202425-015,EEE202,Regular
EEE-202425-015,EEE203,Regular
EEE-202425-015,EEE204,Regular
EEE-202526-001,EEE101,Regular
EEE-202526-001,EEE102,Regular
EEE-202526-001,EEE103,Regular
EEE-202526-001,EEE104,Regular
EEE-202526-002,EEE101,Regular
EEE-202526-002,EEE102,Regular
EEE-202526-002,EEE103,Regular
EEE-202526-002,EEE104,Regular
EEE-202526-002,BBA103,Elective
EEE-202526-003,EEE101,Regular
EEE-202526-003,EEE102,Regular
EEE-202526-003,EEE103,Regular
EEE-202526-003,EEE104,Regular
EEE-202526-004,EEE101,Regular
EEE-202526-004,EEE102,Regular
EEE-202526-004,EEE103,Regular
EEE-202526-004,EEE104,Regular
EEE-202526-004,CSE103,Elective
EEE-202526-005,EEE101,Regular
EEE-202526-005,EEE102,Regular
EEE-202526-005,EEE103,Regular
EEE-202526-005,EEE104,Regular
EEE-202526-006,EEE101,Regular
EEE-202526-006,EEE102,Regular
EEE-202526-006,EEE103,Regular
EEE-202526-006,EEE104,Regular
EEE-202526-007,EEE101,Regular
EEE-202526-007,EEE102,Regular
EEE-202526-007,EEE103,Regular
EEE-202526-007,EEE104,Regular
EEE-202526-008,EEE101,Regular
EEE-202526-008,EEE102,Regular
EEE-202526-008,EEE103,Regular
EEE-202526-008,EEE104,Regular
EEE-202526-009,EEE101,Regular
EEE-202526-009,EEE102,Regular
EEE-202526-009,EEE103,Regular
EEE-202526-009,EEE104,Regular
EEE-202526-010,EEE101,Regular
EEE-202526-010,EEE102,Regular
EEE-202526-010,EEE103,Regular
EEE-202526-010,EEE104,Regular
EEE-202526-010,PHY104,Elective
EEE-202526-011,EEE101,Regular
EEE-202526-011,EEE102,Regular
EEE-202526-011,EEE103,Regular
EEE-202526-011,EEE104,Regular
EEE-202526-012,EEE101,Regular
EEE-202526-012,EEE102,Regular
EEE-202526-012,EEE103,Regular
EEE-202526-012,EEE104,Regular
EEE-202526-012,CSE103,Elective
EEE-202526-013,EEE101,Regular
EEE-202526-013,EEE102,Regular
EEE-202526-013,EEE103,Regular
EEE-202526-013,EEE104,Regular
EEE-202526-014,EEE101,Regular
EEE-202526-014,EEE102,Regular
EEE-202526-014,EEE103,Regular
EEE-202526-014,EEE104,Regular
EEE-202526-015,EEE101,Regular
EEE-202526-015,EEE102,Regular
EEE-202526-015,EEE103,Regular
EEE-202526-015,EEE104,Regular
BBA-202122-001,BBA501,Regular
BBA-202122-001,BBA502,Regular
BBA-202122-001,BBA503,Regular
BBA-202122-001,BBA504,Regular
BBA-202122-002,BBA501,Regular
BBA-202122-002,BBA502,Regular
BBA-202122-002,BBA503,Regular
BBA-202122-002,BBA504,Regular
BBA-202122-003,BBA501,Regular
BBA-202122-003,BBA502,Regular
BBA-202122-003,BBA503,Regular
BBA-202122-003,BBA504,Regular
BBA-202122-004,BBA501,Regular
BBA-202122-004,BBA502,Regular
BBA-202122-004,BBA503,Regular
BBA-202122-004,BBA504,Regular
BBA-202122-005,BBA501,Regular
BBA-202122-005,BBA502,Regular
BBA-202122-005,BBA503,Regular
BBA-202122-005,BBA504,Regular
BBA-202122-006,BBA501,Regular
BBA-202122-006,BBA502,Regular
BBA-202122-006,BBA503,Regular
BBA-202122-006,BBA504,Regular
BBA-202122-006,CSE504,Elective
BBA-202122-007,BBA501,Regular
BBA-202122-007,BBA502,Regular
BBA-202122-007,BBA503,Regular
BBA-202122-007,BBA504,Regular
BBA-202122-008,BBA501,Regular
BBA-202122-008,BBA502,Regular
BBA-202122-008,BBA503,Regular
BBA-202122-008,BBA504,Regular
BBA-202122-009,BBA501,Regular
BBA-202122-009,BBA502,Regular
BBA-202122-009,BBA503,Regular
BBA-202122-009,BBA504,Regular
BBA-202122-010,BBA501,Regular
BBA-202122-010,BBA502,Regular
BBA-202122-010,BBA503,Regular
BBA-202122-010,BBA504,Regular
BBA-202122-010,MAT503,Elective
BBA-202122-011,BBA501,Regular
BBA-202122-011,BBA502,Regular
BBA-202122-011,BBA503,Regular
BBA-202122-011,BBA504,Regular
BBA-202122-012,BBA501,Regular
BBA-202122-012,BBA502,Regular
BBA-202122-012,BBA503,Regular
BBA-202122-012,BBA504,Regular
BBA-202122-013,BBA501,Regular
BBA-202122-013,BBA502,Regular
BBA-202122-013,BBA503,Regular
BBA-202122-013,BBA504,Regular
BBA-202122-014,BBA501,Regular
BBA-202122-014,BBA502,Regular
BBA-202122-014,BBA503,Regular
BBA-202122-014,BBA504,Regular
BBA-202122-015,BBA501,Regular
BBA-202122-015,BBA502,Regular
BBA-202122-015,BBA503,Regular
BBA-202122-015,BBA504,Regular
BBA-202122-015,PHY502,Elective
BBA-202223-001,BBA401,Regular
BBA-202223-001,BBA402,Regular
BBA-202223-001,BBA403,Regular
BBA-202223-001,BBA404,Regular
BBA-202223-002,BBA401,Regular
BBA-202223-002,BBA402,Regular
BBA-202223-002,BBA403,Regular
BBA-202223-002,BBA404,Regular
BBA-202223-003,BBA401,Regular
BBA-202223-003,BBA402,Regular
BBA-202223-003,BBA403,Regular
BBA-202223-003,BBA404,Regular
BBA-202223-003,EEE403,Elective
BBA-202223-004,BBA401,Regular
BBA-202223-004,BBA402,Regular
BBA-202223-004,BBA403,Regular
BBA-202223-004,BBA404,Regular
BBA-202223-005,BBA401,Regular
BBA-202223-005,BBA402,Regular
BBA-202223-005,BBA403,Regular
BBA-202223-005,BBA404,Regular
BBA-202223-006,BBA401,Regular
BBA-202223-006,BBA402,Regular
BBA-202223-006,BBA403,Regular
BBA-202223-006,BBA404,Regular
BBA-202223-007,BBA401,Regular
BBA-202223-007,BBA402,Regular
BBA-202223-007,BBA403,Regular
BBA-202223-007,BBA404,Regular
BBA-202223-008,BBA401,Regular
BBA-202223-008,BBA402,Regular
BBA-202223-008,BBA403,Regular
BBA-202223-008,BBA404,Regular
BBA-202223-009,BBA401,Regular
BBA-202223-009,BBA402,Regular
BBA-202223-009,BBA403,Regular
BBA-202223-009,BBA404,Regular
BBA-202223-010,BBA401,Regular
BBA-202223-010,BBA402,Regular
BBA-202223-010,BBA403,Regular
BBA-202223-010,BBA404,Regular
BBA-202223-011,BBA401,Regular
BBA-202223-011,BBA402,Regular
BBA-202223-011,BBA403,Regular
BBA-202223-011,BBA404,Regular
BBA-202223-012,BBA401,Regular
BBA-202223-012,BBA402,Regular
BBA-202223-012,BBA403,Regular
BBA-202223-012,BBA404,Regular
BBA-202223-013,BBA401,Regular
BBA-202223-013,BBA402,Regular
BBA-202223-013,BBA403,Regular
BBA-202223-013,BBA404,Regular
BBA-202223-014,BBA401,Regular
BBA-202223-014,BBA402,Regular
BBA-202223-014,BBA403,Regular
BBA-202223-014,BBA404,Regular
BBA-202223-015,BBA401,Regular
BBA-202223-015,BBA402,Regular
BBA-202223-015,BBA403,Regular
BBA-202223-015,BBA404,Regular
BBA-202324-001,BBA301,Regular
BBA-202324-001,BBA302,Regular
BBA-202324-001,BBA303,Regular
BBA-202324-001,BBA304,Regular
BBA-202324-002,BBA301,Regular
BBA-202324-002,BBA302,Regular
BBA-202324-002,BBA303,Regular
BBA-202324-002,BBA304,Regular
BBA-202324-003,BBA301,Regular
BBA-202324-003,BBA302,Regular
BBA-202324-003,BBA303,Regular
BBA-202324-003,BBA304,Regular
BBA-202324-004,BBA301,Regular
BBA-202324-004,BBA302,Regular
BBA-202324-004,BBA303,Regular
BBA-202324-004,BBA304,Regular
BBA-202324-005,BBA301,Regular
BBA-202324-005,BBA302,Regular
BBA-202324-005,BBA303,Regular
BBA-202324-005,BBA304,Regular
BBA-202324-005,MAT303,Elective
BBA-202324-006,BBA301,Regular
BBA-202324-006,BBA302,Regular
BBA-202324-006,BBA303,Regular
BBA-202324-006,BBA304,Regular
BBA-202324-006,PHY303,Elective
BBA-202324-007,BBA301,Regular
BBA-202324-007,BBA302,Regular
